,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
3813,AKX,2025-07-07,2027-01-20,562,Monday,773845,USD,31910,500001,760350,0.06381987236025528,23.827953619555,1.5206969586060828,40-45,M,petersandoval,nandrews@example.org,Susan Carpenter,F,77
3814,BYU,2025-06-20,2025-10-21,123,Friday,2732,EUR,70880,499997,897,0.1417608505651034,0.012655191873589164,0.0017940107640645844,30-40,F,angela54,gbrown@example.net,Stephanie Turner,F,52
3815,AKX,2026-04-24,2026-06-02,39,Friday,896219,GBP,43928,499993,660031,0.08785723000122002,15.025291385904207,1.3200804811267357,35-45,F,angela54,gbrown@example.net,Stephanie Turner,F,52
3816,BYU,2025-11-20,2027-07-25,612,Thursday,699305,EUR,29191,500000,110700,0.058382,3.7922647391319244,0.2214,25-45,M,angela54,gbrown@example.net,Stephanie Turner,F,52
3817,KTR,2025-09-25,2026-03-26,182,Thursday,400759,USD,66279,500002,393001,0.13255746977012092,5.929495013503523,0.785998856004576,40-55,M,angela54,gbrown@example.net,Stephanie Turner,F,52
3818,GRZ,2024-09-24,2026-04-20,573,Tuesday,100231,GBP,77523,500004,74341,0.15504475964192285,0.9589541168427435,0.14868081055351556,20-35,M,angela54,gbrown@example.net,Stephanie Turner,F,52
3819,AKX,2025-11-19,2027-07-21,609,Wednesday,269816,GBP,51126,499993,176388,0.10225343154804167,3.45006454641474,0.35278093893314505,20-35,F,angela54,gbrown@example.net,Stephanie Turner,F,52
3820,GRZ,2024-08-22,2025-04-30,251,Thursday,9782,USD,55077,499997,2731,0.11015466092796557,0.049585126277756596,0.005462032772196633,25-40,M,angela54,gbrown@example.net,Stephanie Turner,F,52
3821,KTR,2026-02-24,2027-10-13,596,Tuesday,372603,EUR,13473,499998,138237,0.02694610778443114,10.260298374526831,0.2764751059004236,35-45,B,nwilson,zwhite@example.com,Brittany Lopez,F,78
3822,BYU,2025-07-22,2026-09-28,433,Tuesday,840486,EUR,32825,499998,496432,0.0656502626010504,15.123594821020564,0.9928679714718859,45-50,F,nwilson,zwhite@example.com,Brittany Lopez,F,78
3823,GRZ,2026-01-16,2027-12-05,688,Friday,534972,EUR,30123,500001,19063,0.060245879508240986,0.6328386946851243,0.038125923748152504,30-50,B,nwilson,zwhite@example.com,Brittany Lopez,F,78
3824,KTR,2026-06-12,2026-10-23,133,Friday,41161,USD,53662,500002,12794,0.10732357070571717,0.23841824754947635,0.025587897648409408,20-45,F,foxsean,terririchardson@example.org,Jessica Hernandez,F,85
3825,BYU,2026-02-03,2027-01-17,348,Tuesday,624533,EUR,33388,499999,147968,0.06677613355226711,4.4317718940936865,0.2959365918731837,35-60,B,foxsean,terririchardson@example.org,Jessica Hernandez,F,85
3826,KTR,2025-02-10,2026-02-11,366,Monday,936269,USD,31369,500000,725466,0.062738,23.126844974337722,1.450932,40-65,B,foxsean,terririchardson@example.org,Jessica Hernandez,F,85
3827,BYU,2024-08-25,2026-05-25,638,Sunday,799783,USD,41808,499996,328815,0.08361666893335147,7.864882319173364,0.6576352610820887,40-60,M,foxsean,terririchardson@example.org,Jessica Hernandez,F,85
3828,KTR,2025-03-20,2026-09-12,541,Thursday,680254,GBP,59632,499999,343200,0.11926423852847706,5.755299168231822,0.6864013728027456,20-40,B,foxsean,terririchardson@example.org,Jessica Hernandez,F,85
3829,KTR,2026-06-07,2026-11-15,161,Sunday,92121,GBP,45091,499998,50733,0.09018236072944291,1.1251247477323634,0.10146640586562346,20-45,M,calebgarcia,krista14@example.com,Sara Lowe,F,36
3830,BYU,2025-03-22,2025-06-14,84,Saturday,839222,GBP,30651,499998,252442,0.06130224520898084,8.236011875632116,0.5048860195440782,25-40,M,calebgarcia,krista14@example.com,Sara Lowe,F,36
3831,KTR,2026-03-14,2027-02-13,336,Saturday,782277,USD,74726,499999,326504,0.1494522989045978,4.369349356315071,0.6530093060186121,30-55,B,calebgarcia,krista14@example.com,Sara Lowe,F,36
3832,AKX,2025-01-08,2025-10-04,269,Wednesday,348272,EUR,92938,499999,171187,0.18587637175274352,1.8419483957046634,0.3423746847493695,30-40,F,yperez,cpowell@example.com,Lisa Schneider,F,53
3833,KTR,2025-11-27,2026-03-26,119,Thursday,998096,EUR,37708,499999,839528,0.07541615083230166,22.263922775007956,1.6790593581187163,30-40,M,yperez,cpowell@example.com,Lisa Schneider,F,53
3834,AKX,2024-09-20,2025-05-02,224,Friday,81280,USD,41475,499997,35451,0.08295049770298622,0.8547558770343581,0.07090242541455248,40-50,F,yperez,cpowell@example.com,Lisa Schneider,F,53
3835,BYU,2026-05-25,2027-05-02,342,Monday,665448,GBP,43883,500000,234381,0.087766,5.341043228585101,0.468762,25-45,M,yperez,cpowell@example.com,Lisa Schneider,F,53
3836,KTR,2025-03-01,2026-09-30,578,Saturday,618886,USD,7189,499997,253358,0.014378086268517611,35.242453748782864,0.5067190403142419,25-35,M,yperez,cpowell@example.com,Lisa Schneider,F,53
3837,GRZ,2025-08-15,2025-08-17,2,Friday,852015,EUR,85843,500002,391147,0.17168531325874697,4.556539263539252,0.7822908708365166,30-55,B,yperez,cpowell@example.com,Lisa Schneider,F,53
3838,KTR,2024-08-03,2026-01-16,531,Saturday,123381,GBP,48647,499999,23905,0.09729419458838917,0.4913972084609534,0.04781009562019124,25-50,B,yperez,cpowell@example.com,Lisa Schneider,F,53
3839,AKX,2024-12-10,2026-09-09,638,Tuesday,437219,USD,30500,500000,428505,0.061,14.049344262295081,0.85701,45-70,F,jamesobrien,jamescollins@example.net,Brittney Lopez,F,57
3840,AKX,2024-09-20,2026-06-04,622,Friday,674747,EUR,49749,499997,46341,0.09949859699158195,0.9314961104745824,0.09268255609533657,25-45,F,jamesobrien,jamescollins@example.net,Brittney Lopez,F,57
3841,BYU,2026-03-03,2026-08-20,170,Tuesday,31595,GBP,37695,500000,23622,0.07539,0.6266613609231994,0.047244,20-25,M,kchan,sgould@example.org,Rebecca Nguyen,F,52
3842,BYU,2024-07-31,2025-10-08,434,Wednesday,206360,USD,38469,500001,144023,0.07693784612430775,3.7438716888923547,0.28804542390915217,35-40,M,kchan,sgould@example.org,Rebecca Nguyen,F,52
3843,AKX,2026-01-30,2027-01-06,341,Friday,183841,EUR,52886,500003,31966,0.10577136537180777,0.6044321748666944,0.06393161641030154,45-60,B,nguyenelizabeth,veronicamitchell@example.net,Katie Leonard,F,80
3844,KTR,2024-08-18,2024-11-25,99,Sunday,347789,EUR,52727,500000,121938,0.105454,2.3126292032544997,0.243876,20-30,B,nguyenelizabeth,veronicamitchell@example.net,Katie Leonard,F,80
3845,BYU,2026-02-16,2026-02-23,7,Monday,258533,GBP,75915,499999,106130,0.15183030366060732,1.3980109332806427,0.21226042452084903,30-35,M,tammychung,xwhite@example.net,Xavier Kim,M,50
3846,KTR,2025-05-11,2025-11-19,192,Sunday,753990,GBP,18085,500002,641452,0.03616985532057872,35.46873099253525,1.2828988684045264,25-45,F,tammychung,xwhite@example.net,Xavier Kim,M,50
3847,KTR,2026-03-28,2026-10-13,199,Saturday,509234,USD,51669,499998,136370,0.10333841335365342,2.6393001606379065,0.27274109096436383,20-45,B,tammychung,xwhite@example.net,Xavier Kim,M,50
3848,AKX,2024-12-12,2026-06-28,563,Thursday,625379,EUR,31029,500000,249771,0.062058,8.049598762448033,0.499542,25-35,F,elizabethmadden,tammynavarro@example.com,Theresa Cantu,F,89
3849,KTR,2024-08-27,2026-06-30,672,Tuesday,529115,GBP,3286,499998,182564,0.0065720262881051525,55.558125380401705,0.36512946051784206,30-40,F,elizabethmadden,tammynavarro@example.com,Theresa Cantu,F,89
3850,GRZ,2025-09-18,2027-04-05,564,Thursday,259512,GBP,31115,499999,2805,0.06223012446024892,0.09014944560501366,0.00561001122002244,35-45,M,elizabethmadden,tammynavarro@example.com,Theresa Cantu,F,89
3851,KTR,2025-04-28,2026-12-28,609,Monday,346460,GBP,83682,500001,277870,0.16736366527266947,3.320546832054683,0.555738888522223,25-35,F,elizabethmadden,tammynavarro@example.com,Theresa Cantu,F,89
3852,BYU,2025-06-04,2025-08-01,58,Wednesday,493973,GBP,1402,500001,412503,0.0028039943920112158,294.2246790299572,0.8250043499913,40-60,F,martindoris,reedantonio@example.org,Robert Huynh,M,75
3853,KTR,2026-01-19,2027-03-17,422,Monday,895211,GBP,16015,499997,50952,0.032030192181153085,3.1815173275054636,0.10190461142766856,30-35,M,martindoris,reedantonio@example.org,Robert Huynh,M,75
3854,KTR,2025-06-13,2025-11-29,169,Friday,925210,GBP,61885,500002,698495,0.12376950492198031,11.286983921790418,1.3969844120623518,40-65,M,martindoris,reedantonio@example.org,Robert Huynh,M,75
3855,AKX,2024-10-16,2026-09-08,692,Wednesday,45924,EUR,89241,500002,42218,0.1784812860748557,0.47307851772167503,0.08443566225735097,40-50,M,martindoris,reedantonio@example.org,Robert Huynh,M,75
3856,BYU,2025-02-17,2026-06-27,495,Monday,506059,USD,13589,499999,192135,0.027178054356108712,14.139009492972257,0.3842707685415371,35-40,F,russell43,natalienielsen@example.com,Michael Reeves,M,36
3857,GRZ,2024-08-04,2025-08-31,392,Sunday,702891,USD,23299,500000,153818,0.046598,6.601914245246577,0.307636,35-60,B,russell43,natalienielsen@example.com,Michael Reeves,M,36
3858,AKX,2025-06-25,2027-03-17,630,Wednesday,816995,USD,36273,500003,557716,0.07254556472661164,15.375513467317289,1.1154253074481553,20-30,F,russell43,natalienielsen@example.com,Michael Reeves,M,36
3859,KTR,2024-12-10,2025-06-13,185,Tuesday,74808,GBP,34650,499998,42606,0.0693002772011088,1.2296103896103896,0.0852123408493634,35-40,F,russell43,natalienielsen@example.com,Michael Reeves,M,36
3860,KTR,2025-11-03,2025-11-04,1,Monday,828890,GBP,50267,500003,306221,0.1005333967996192,6.091889311078839,0.6124383253700478,25-50,M,russell43,natalienielsen@example.com,Michael Reeves,M,36
3861,AKX,2026-03-29,2027-10-18,568,Sunday,559423,EUR,25832,500004,184943,0.05166358669130647,7.159453391142769,0.36988304093567254,30-50,F,russell43,natalienielsen@example.com,Michael Reeves,M,36
3862,KTR,2025-03-01,2026-08-14,531,Saturday,277874,GBP,49808,499998,198015,0.09961639846559386,3.975566174108577,0.3960315841263365,20-30,F,russell43,natalienielsen@example.com,Michael Reeves,M,36
3863,KTR,2025-01-28,2026-03-23,419,Tuesday,498898,EUR,59012,500001,357334,0.11802376395247209,6.055276892835355,0.7146665706668587,45-50,M,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3864,KTR,2025-10-25,2027-03-26,517,Saturday,775999,GBP,87013,499999,110988,0.1740263480526961,1.2755335409651432,0.2219764439528879,45-70,F,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3865,BYU,2025-05-26,2025-10-09,136,Monday,1000,EUR,19975,500003,911,0.039949760301438195,0.04560700876095119,0.0018219890680655916,45-65,M,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3866,BYU,2025-10-29,2025-11-23,25,Wednesday,578796,USD,2086,500001,503744,0.004171991656016688,241.48801534036434,1.00748598502803,30-50,B,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3867,KTR,2026-03-03,2026-10-24,235,Tuesday,9727,EUR,57151,500000,5729,0.114302,0.1002432153418138,0.011458,40-65,M,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3868,GRZ,2024-11-02,2025-12-07,400,Saturday,286259,USD,41508,500002,131055,0.08301566793732824,3.1573431627638047,0.2621089515641937,20-35,M,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3869,KTR,2026-01-27,2027-05-01,459,Tuesday,466359,EUR,32468,499998,217521,0.06493625974503899,6.699550326475299,0.4350437401749607,30-35,M,sbrown,klinedaniel@example.org,Sherri Pace,F,70
3870,KTR,2025-06-15,2026-07-16,396,Sunday,533958,GBP,33969,500001,457926,0.06793786412427175,13.480702993906208,0.9158501682996634,25-30,B,fowlerallison,fgonzalez@example.org,Jennifer Shepard,F,29
3871,BYU,2025-06-09,2026-04-16,311,Monday,569973,USD,58720,499998,569653,0.11744046976187905,9.701175068119891,1.139310557242229,35-50,F,fowlerallison,fgonzalez@example.org,Jennifer Shepard,F,29
3872,BYU,2024-09-10,2025-10-14,399,Tuesday,63619,EUR,51242,499999,60926,0.10248420496840993,1.1889855977518442,0.12185224370448741,35-45,M,fowlerallison,fgonzalez@example.org,Jennifer Shepard,F,29
3873,AKX,2026-01-05,2027-01-06,366,Monday,506686,GBP,61957,499999,72426,0.12391424782849565,1.1689720289878465,0.14485228970457942,30-40,M,fowlerallison,fgonzalez@example.org,Jennifer Shepard,F,29
3874,GRZ,2025-03-19,2025-07-18,121,Wednesday,39412,USD,43362,499999,23497,0.0867241734483469,0.5418799870854666,0.04699409398818798,35-40,M,mark26,linlinda@example.net,Scott Bishop,M,70
3875,GRZ,2025-05-10,2026-06-13,399,Saturday,636179,EUR,19524,499998,60905,0.03904815619262477,3.1194939561565254,0.12181048724194897,25-45,F,mark26,linlinda@example.net,Scott Bishop,M,70
3876,BYU,2025-01-21,2026-11-21,669,Tuesday,131034,EUR,55569,499996,69123,0.11113888911111289,1.2439129730605194,0.1382471059768478,25-30,M,mark26,linlinda@example.net,Scott Bishop,M,70
3877,BYU,2026-03-02,2027-05-08,432,Monday,985840,USD,28834,500002,41205,0.05766776932892268,1.4290421030727614,0.08240967036131855,40-45,F,mark26,linlinda@example.net,Scott Bishop,M,70
3878,BYU,2025-03-04,2025-09-13,193,Tuesday,342504,USD,37900,499996,128909,0.07580060640485124,3.401292875989446,0.2578200625605005,20-25,F,mark26,linlinda@example.net,Scott Bishop,M,70
3879,BYU,2025-10-08,2027-03-28,536,Wednesday,395008,GBP,50461,500001,384150,0.10092179815640369,7.61280989278849,0.7682984634030732,35-60,B,mark26,linlinda@example.net,Scott Bishop,M,70
3880,AKX,2025-12-19,2027-08-27,616,Friday,609852,GBP,39559,500002,347245,0.07911768352926589,8.777901362521803,0.6944872220511118,25-50,F,mark26,linlinda@example.net,Scott Bishop,M,70
3881,KTR,2026-02-27,2027-11-22,633,Friday,132890,EUR,69480,499997,87939,0.1389608337650026,1.2656735751295336,0.17587905527433165,25-40,B,mark26,linlinda@example.net,Scott Bishop,M,70
3882,KTR,2024-10-19,2025-06-11,235,Saturday,903411,EUR,70644,500001,791606,0.14128771742456514,11.205565936243701,1.5832088335823329,40-55,F,proctorryan,sara87@example.net,Sheri Smith,F,36
3883,BYU,2025-07-14,2026-08-10,392,Monday,800556,USD,36055,500002,722777,0.07210971156115376,20.046512272916377,1.4455482178071288,45-65,F,proctorryan,sara87@example.net,Sheri Smith,F,36
3884,KTR,2025-08-29,2026-10-10,407,Friday,812066,EUR,25215,499999,556221,0.05043010086020172,22.059131469363475,1.1124442248884499,35-55,B,smithamy,davidmartinez@example.com,Connie Craig,F,37
3885,AKX,2026-04-28,2027-03-16,322,Tuesday,539432,USD,32543,500000,425024,0.065086,13.060381648895309,0.850048,20-40,M,smithamy,davidmartinez@example.com,Connie Craig,F,37
3886,GRZ,2025-04-02,2025-10-24,205,Wednesday,820323,GBP,13645,499999,260747,0.02729005458010916,19.10934408208135,0.521495042990086,20-30,M,williamswesley,owenschristopher@example.org,John Poole,M,40
3887,AKX,2024-10-08,2025-07-23,288,Tuesday,945248,USD,62415,499998,395151,0.12483049932199729,6.331026195626052,0.7903051612206449,30-55,B,williamswesley,owenschristopher@example.org,John Poole,M,40
3888,GRZ,2026-06-19,2028-04-08,659,Friday,731696,USD,47805,500001,520102,0.09560980878038244,10.879656939650664,1.0402019195961607,20-30,B,williamswesley,owenschristopher@example.org,John Poole,M,40
3889,BYU,2025-12-22,2027-09-24,641,Monday,501774,GBP,17145,500001,196460,0.03428993142013716,11.458734324876056,0.39291921416157166,35-55,B,williamswesley,owenschristopher@example.org,John Poole,M,40
3890,KTR,2024-12-14,2026-07-23,586,Saturday,268542,GBP,18514,499998,157235,0.03702814811259245,8.492762233985092,0.31447125788503155,35-50,F,williamswesley,owenschristopher@example.org,John Poole,M,40
3891,KTR,2025-09-15,2026-12-19,460,Monday,231569,EUR,69961,499997,203443,0.1399228395370372,2.9079487142836724,0.406888441330648,40-55,M,grimesjasmine,xmay@example.com,Mark Smith,M,79
3892,KTR,2025-01-10,2025-07-11,182,Friday,859773,USD,69765,500000,794388,0.13953,11.386626531928618,1.588776,25-50,B,grimesjasmine,xmay@example.com,Mark Smith,M,79
3893,KTR,2024-10-02,2025-12-11,435,Wednesday,606330,EUR,37767,499998,268548,0.07553430213720855,7.11065215664469,0.5370981483925936,35-50,B,grimesjasmine,xmay@example.com,Mark Smith,M,79
3894,KTR,2025-03-24,2027-03-01,707,Monday,111097,USD,24691,500000,53338,0.049382,2.1602203231946864,0.106676,40-45,F,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3895,AKX,2025-09-02,2026-04-04,214,Tuesday,235074,USD,35607,499999,234981,0.07121414242828486,6.599292273991069,0.46996293992587984,30-35,M,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3896,GRZ,2026-06-06,2028-02-14,618,Saturday,992663,EUR,95006,500002,835627,0.19001123995504018,8.795518177799297,1.6712473150107399,40-60,B,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3897,BYU,2025-04-18,2026-05-25,402,Friday,950868,GBP,25641,500002,198689,0.05128179487282051,7.748878748878749,0.397376410494358,45-55,M,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3898,AKX,2026-04-30,2027-07-15,441,Thursday,640562,GBP,42314,500000,356680,0.084628,8.429361440657939,0.71336,30-55,B,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3899,AKX,2024-10-04,2025-07-21,290,Friday,639238,USD,65559,499999,252928,0.13111826223652448,3.8580210192345827,0.5058570117140234,40-50,B,scottjensen,heatherwilkins@example.org,Renee Richard,F,86
3900,GRZ,2026-04-04,2028-01-19,655,Saturday,626331,USD,78741,499999,378238,0.15748231496462992,4.803571201788141,0.7564775129550259,30-55,B,charles37,margaretlopez@example.net,Lauren Holt,F,60
3901,AKX,2025-05-09,2026-12-13,583,Friday,643141,USD,12852,499999,33106,0.025704051408102817,2.5759414877061935,0.06621213242426485,45-55,F,charles37,margaretlopez@example.net,Lauren Holt,F,60
3902,KTR,2026-07-03,2027-06-20,352,Friday,798938,GBP,10997,499996,265265,0.02199417595340763,24.121578612348824,0.5305342442739542,35-50,M,charles37,margaretlopez@example.net,Lauren Holt,F,60
3903,GRZ,2025-01-02,2026-02-12,406,Thursday,974099,USD,53731,499999,573390,0.10746221492442985,10.6714931789842,1.146782293564587,40-65,M,charles37,margaretlopez@example.net,Lauren Holt,F,60
3904,BYU,2026-05-26,2027-02-28,278,Tuesday,994216,GBP,57343,500000,916485,0.114686,15.98250876305739,1.83297,25-50,B,patriciacastillo,yobrien@example.com,Mary Werner,F,42
3905,BYU,2026-02-28,2027-11-28,638,Saturday,174491,USD,66376,500002,138162,0.13275146899412402,2.081505363384356,0.27632289470842114,45-55,M,patriciacastillo,yobrien@example.com,Mary Werner,F,42
3906,AKX,2025-02-26,2026-12-25,667,Wednesday,239671,USD,74630,500000,216668,0.14926,2.9032292643708963,0.433336,20-30,F,patriciacastillo,yobrien@example.com,Mary Werner,F,42
3907,KTR,2025-10-10,2026-04-22,194,Friday,276082,GBP,20725,499999,102395,0.0414500829001658,4.94065138721351,0.20479040958081915,40-55,M,patriciacastillo,yobrien@example.com,Mary Werner,F,42
3908,AKX,2024-12-02,2025-07-30,240,Monday,232887,GBP,44022,499996,195556,0.08804470435763487,4.442233428740176,0.39111512892103134,25-50,B,patriciacastillo,yobrien@example.com,Mary Werner,F,42
3909,BYU,2025-11-26,2027-07-28,609,Wednesday,678893,EUR,5720,500002,494073,0.011439954240183039,86.3763986013986,0.9881420474318102,40-55,M,dorseykatherine,katie04@example.org,Peter Wright,M,29
3910,BYU,2026-04-20,2027-11-25,584,Monday,552072,EUR,13763,500001,382188,0.027525944948110104,27.769236358352103,0.7643744712510575,45-70,B,dorseykatherine,katie04@example.org,Peter Wright,M,29
3911,BYU,2025-07-22,2026-04-13,265,Tuesday,14045,USD,80446,500000,11503,0.160892,0.14299032891629168,0.023006,40-65,F,dorseykatherine,katie04@example.org,Peter Wright,M,29
3912,BYU,2025-05-14,2026-07-03,415,Wednesday,24497,GBP,55577,500001,9571,0.11115377769244461,0.1722115263508286,0.01914196171607657,20-30,M,dorseykatherine,katie04@example.org,Peter Wright,M,29
3913,AKX,2026-05-31,2027-08-04,430,Sunday,801567,GBP,45938,499996,133697,0.0918767350138801,2.910379206756933,0.26739613916911337,35-60,M,shawnafrank,angeladillon@example.com,Troy Turner,M,87
3914,KTR,2024-07-08,2025-05-09,305,Monday,570876,GBP,80529,499999,348704,0.16105832211664423,4.330166772218703,0.6974093948187896,45-55,M,shawnafrank,angeladillon@example.com,Troy Turner,M,87
3915,GRZ,2025-03-08,2025-09-28,204,Saturday,902700,USD,49821,499996,677233,0.09964279714237714,13.593324100278998,1.3544768358146866,45-55,F,shawnafrank,angeladillon@example.com,Troy Turner,M,87
3916,BYU,2024-09-16,2025-04-20,216,Monday,608968,USD,13838,499999,497487,0.027676055352110703,35.9507876860818,0.9949759899519799,45-70,B,shawnafrank,angeladillon@example.com,Troy Turner,M,87
3917,BYU,2026-02-12,2026-10-02,232,Thursday,371064,EUR,35106,500002,116788,0.07021171915312338,3.3267247763915,0.2335750656997372,30-45,M,shawnafrank,angeladillon@example.com,Troy Turner,M,87
3918,GRZ,2025-05-30,2027-03-16,655,Friday,645568,EUR,49053,499999,495528,0.09810619621239243,10.101889792673232,0.9910579821159642,40-50,M,torresheather,loriwelch@example.org,Charles Porter,M,32
3919,AKX,2025-05-07,2026-03-15,312,Wednesday,873671,GBP,69188,499998,85666,0.13837655350621403,1.2381626871711857,0.17133268533074134,30-45,B,torresheather,loriwelch@example.org,Charles Porter,M,32
3920,AKX,2025-03-01,2026-10-21,599,Saturday,165591,EUR,64109,500000,118563,0.128218,1.8493971205290989,0.237126,45-55,F,torresheather,loriwelch@example.org,Charles Porter,M,32
3921,GRZ,2025-07-10,2026-04-11,275,Thursday,98123,EUR,35164,499997,79331,0.07032842197053182,2.256028893186213,0.15866295197771185,40-55,F,torresheather,loriwelch@example.org,Charles Porter,M,32
3922,BYU,2025-01-02,2025-11-15,317,Thursday,598833,USD,12374,500002,292720,0.024747901008395967,23.656053014385,0.585437658249367,30-45,B,torresheather,loriwelch@example.org,Charles Porter,M,32
3923,AKX,2025-08-30,2027-05-15,623,Saturday,472129,USD,42508,500001,103084,0.08501582996834006,2.4250494024654183,0.20616758766482468,25-35,M,brandon09,tatechristopher@example.com,Jennifer Tran,F,42
3924,BYU,2025-01-25,2026-01-02,342,Saturday,314008,EUR,52573,499997,130167,0.10514663087978528,2.4759287086527304,0.2603355620133721,25-50,F,brandon09,tatechristopher@example.com,Jennifer Tran,F,42
3925,KTR,2026-06-21,2027-07-02,376,Sunday,208761,USD,49562,500003,193329,0.09912340525956845,3.900750575037327,0.3866556800659196,45-60,M,brandon09,tatechristopher@example.com,Jennifer Tran,F,42
3926,GRZ,2026-01-19,2026-06-15,147,Monday,71360,GBP,21720,500001,28614,0.043439913120173757,1.3174033149171271,0.05722788554422891,35-40,M,brandon09,tatechristopher@example.com,Jennifer Tran,F,42
3927,AKX,2024-11-29,2025-04-14,136,Friday,512956,EUR,24031,500001,164248,0.04806190387619225,6.8348383338188174,0.328495343009314,45-50,B,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3928,GRZ,2025-05-06,2025-11-10,188,Tuesday,994448,GBP,41093,499999,786331,0.08218616437232874,19.13540018981335,1.5726651453302907,40-50,M,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3929,AKX,2026-06-26,2027-01-13,201,Friday,827390,EUR,16554,499998,240427,0.03310813243252973,14.523800894043736,0.4808559234236937,35-45,F,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3930,AKX,2025-06-27,2026-07-01,369,Friday,43186,USD,42761,499999,1917,0.0855221710443421,0.04483056991183555,0.003834007668015336,35-50,B,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3931,KTR,2024-07-03,2026-05-22,688,Wednesday,422031,EUR,47315,500000,244069,0.09463,5.158385290077143,0.488138,35-45,M,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3932,KTR,2026-03-29,2028-01-23,665,Sunday,630141,GBP,59581,500000,206943,0.119162,3.4733052483174167,0.413886,30-35,B,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3933,KTR,2024-07-30,2025-09-29,426,Tuesday,431746,GBP,30063,499996,4551,0.060126481011848094,0.1513820975950504,0.009102072816582533,30-45,B,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3934,BYU,2025-10-04,2027-09-16,712,Saturday,165531,USD,40606,499998,61947,0.0812123248492994,1.5255627247204846,0.12389449557798231,20-40,M,batesheather,caldwelldawn@example.com,Amy Williams,F,45
3935,GRZ,2026-03-21,2027-07-03,469,Saturday,356678,GBP,79091,500001,132610,0.15818168363663274,1.6766762337054786,0.2652194695610609,35-40,M,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3936,KTR,2026-04-27,2026-11-13,200,Monday,811544,EUR,13332,499999,9353,0.026664053328106656,0.7015451545154515,0.018706037412074824,20-40,M,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3937,KTR,2025-12-21,2026-05-28,158,Sunday,310719,GBP,78144,500000,196420,0.156288,2.513564701064701,0.39284,20-35,M,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3938,AKX,2025-07-23,2026-04-28,279,Wednesday,234324,GBP,27741,499999,220011,0.055482110964221926,7.930896506975235,0.44002288004576007,35-50,M,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3939,GRZ,2024-12-05,2025-05-28,174,Thursday,268037,USD,30862,500000,82837,0.061724,2.6841099086254943,0.165674,45-65,M,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3940,BYU,2026-05-06,2027-11-11,554,Wednesday,291801,USD,12892,500001,271062,0.025783948432103136,21.025597269624573,0.5421229157541685,30-35,B,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3941,GRZ,2026-03-31,2027-06-29,455,Tuesday,659783,GBP,5841,500002,78639,0.011681953272186912,13.463276836158192,0.15727737089051644,20-30,F,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3942,KTR,2025-10-31,2026-10-05,339,Friday,746825,EUR,33768,499999,67037,0.06753613507227015,1.9852226960435915,0.1340742681485363,35-55,F,nburns,rittermark@example.net,Kathleen Lindsey,F,67
3943,AKX,2026-03-16,2026-11-30,259,Monday,78348,GBP,13693,500000,14771,0.027386,1.078726356532535,0.029542,45-55,M,gonzalezpatricia,susangarrett@example.com,Timothy Gardner,M,23
3944,GRZ,2025-09-05,2026-04-27,234,Friday,708240,USD,52278,500000,433108,0.104556,8.284708672864303,0.866216,40-45,B,gonzalezpatricia,susangarrett@example.com,Timothy Gardner,M,23
3945,KTR,2025-01-11,2026-07-10,545,Saturday,391534,EUR,44242,500000,24497,0.088484,0.5537046245648931,0.048994,25-40,M,gonzalezpatricia,susangarrett@example.com,Timothy Gardner,M,23
3946,BYU,2025-05-13,2026-09-14,489,Tuesday,776350,EUR,17503,500000,82639,0.035006,4.721419185282523,0.165278,25-40,M,gonzalezpatricia,susangarrett@example.com,Timothy Gardner,M,23
3947,AKX,2024-08-08,2025-07-09,335,Thursday,635567,EUR,29498,499998,227497,0.05899623598494394,7.712285578683301,0.4549958199832799,20-35,B,gonzalezpatricia,susangarrett@example.com,Timothy Gardner,M,23
